ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
1,256,"Paradiplospinus antarcticus",-51.265_72.9633_1992_2_1_259,-51.265000,72.963300,1,2,1992
2,575,"Paradiplospinus antarcticus",-50.895_75.1067_1993_9_9_559,-50.895000,75.106700,9,9,1993
1,344,"Paradiplospinus antarcticus",-51.0133_72.8517_1993_9_12_456,-51.013300,72.851700,12,9,1993
3,39,Cyclothone,-66.5817_72.445_1985_1_27_2,-66.581700,72.445000,27,1,1985
8,,Cyclothone,-56.3117_45.1633_1985_3_4_25,-56.311700,45.163300,4,3,1985
2,31,Cyclothone,-54.4767_74.0717_1985_1_15_452,-54.476700,74.071700,15,1,1985
1,37,Cyclothone,-53.075_157.4067_1993_8_10_820,-53.075000,157.406700,10,8,1993
80,2821,Cyclothone,-49.8183_131.3117_1985_2_1_845,-49.818300,131.311700,1,2,1985
3,,Cyclothone,-53.8683_105.5233_1982_12_23_500,-53.868300,105.523300,23,12,1982
68,,Cyclothone,-66.0633_72.1183_1991_1_23_800,-66.063300,72.118300,23,1,1991
2,39,Cyclothone,-62.0167_75.0717_1985_2_4_804,-62.016700,75.071700,4,2,1985
5,,Cyclothone,-65.055_34.6933_1985_2_24_930,-65.055000,34.693300,24,2,1985
19,,Cyclothone,-60.0033_67.9683_1985_1_9_29,-60.003300,67.968300,9,1,1985
7,44,Cyclothone,-61.03_68.3183_1985_2_7_804,-61.030000,68.318300,7,2,1985
4,153,Cyclothone,-62.9967_73.0033_1985_1_16_599,-62.996700,73.003300,16,1,1985
6,237,Cyclothone,-49.8433_131.34_1985_2_1_500,-49.843300,131.340000,1,2,1985
2,,Cyclothone,-66.4033_71.6267_1981_1_24_,-66.403300,71.626700,24,1,1981
2,,Cyclothone,-65.3083_81.4833_1981_1_22_400,-65.308300,81.483300,22,1,1981
6,,Cyclothone,-66.8183_70.4067_1981_1_29_600,-66.818300,70.406700,29,1,1981
7,398,Cyclothone,-63.015_58.0117_1985_1_5_875,-63.015000,58.011700,5,1,1985
1,38,Cyclothone,-65.0233_77.9667_1985_1_20_599,-65.023300,77.966700,20,1,1985
1,57,Cyclothone,-66.625_72.51_1987_2_24_785,-66.625000,72.510000,24,2,1987
3,162,Cyclothone,-62.9983_62.9933_1985_1_8_767,-62.998300,62.993300,8,1,1985
3,,Cyclothone,-66.0183_68.985_1991_2_11_800,-66.018300,68.985000,11,2,1991
7,57,Cyclothone,-63.0233_68.3_1985_2_2_804,-63.023300,68.300000,2,2,1985
4,84,Cyclothone,-54.3083_158.865_1986_12_10_500,-54.308300,158.865000,10,12,1986
1,54,Cyclothone,-66.0133_67.9767_1985_1_11_875,-66.013300,67.976700,11,1,1985
2,110,Cyclothone,-63.0083_77.9833_1985_1_19_171,-63.008300,77.983300,19,1,1985
9,43,Cyclothone,-63.0633_73.1217_1985_1_31_837,-63.063300,73.121700,31,1,1985
2,87,Cyclothone,-64.345_87.9733_1987_3_23_912,-64.345000,87.973300,23,3,1987
6,241,Cyclothone,-61.84_78.0133_1987_3_16_845,-61.840000,78.013300,16,3,1987
1,23,Cyclothone,-54.51_159.0033_1986_12_9_160,-54.510000,159.003300,9,12,1986
5,,Cyclothone,-64.935_45.16_1985_2_26_130,-64.935000,45.160000,26,2,1985
30,,Cyclothone,-65.41_74.9983_1991_1_30_800,-65.410000,74.998300,30,1,1991
5,40,Cyclothone,-60.9667_77.5567_1985_2_5_804,-60.966700,77.556700,5,2,1985
3,41,Cyclothone,-63.795_79.9017_1985_1_23_837,-63.795000,79.901700,23,1,1985
3,154,Cyclothone,-59.9983_82.9983_1985_1_23_341,-59.998300,82.998300,23,1,1985
5,38,Cyclothone,-62.9883_77.495_1985_1_30_804,-62.988300,77.495000,30,1,1985
7,395,Cyclothone,-63.0133_67.9567_1985_1_10_875,-63.013300,67.956700,10,1,1985
8,453,Cyclothone,-64.9883_83.075_1985_1_21_171,-64.988300,83.075000,21,1,1985
5,257,Cyclothone,-64.965_87.9667_1985_1_25_979,-64.965000,87.966700,25,1,1985
4,224,Cyclothone,-62.985_82.9967_1985_1_22_875,-62.985000,82.996700,22,1,1985
6,335,Cyclothone,-65.9883_62.985_1985_1_7_901,-65.988300,62.985000,7,1,1985
1,33,Cyclothone,-60.77_79.9117_1985_1_22_222,-60.770000,79.911700,22,1,1985
2,,Cyclothone,-46.8283_131.6317_1982_12_27_500,-46.828300,131.631700,27,12,1982
6,42,Cyclothone,-63.9917_70.7267_1985_1_28_804,-63.991700,70.726700,28,1,1985
3,,Cyclothone,-64.3033_78.725_1981_2_18_980,-64.303300,78.725000,18,2,1981
1,30,Cyclothone,-60.9083_77.625_1985_2_5_262,-60.908300,77.625000,5,2,1985
2,47,Cyclothone,-59.34_81.7167_1985_1_19_750,-59.340000,81.716700,19,1,1985
4,,Cyclothone,-68.3417_38.3183_1985_2_4_400,-68.341700,38.318300,4,2,1985
4,188,Cyclothone,-60.01_88.0217_1985_1_24_29,-60.010000,88.021700,24,1,1985
1,36,Cyclothone,-51.055_71.905_1985_1_12_239,-51.055000,71.905000,12,1,1985
18,,Cyclothone,-65.5383_72.04_1991_1_23_800,-65.538300,72.040000,23,1,1991
2,38,Cyclothone,-59.3533_79.8567_1985_1_21_751,-59.353300,79.856700,21,1,1985
6,,Cyclothone,-60.055_57.9167_1985_1_4_658,-60.055000,57.916700,4,1,1985
2,33,Cyclothone,-65.0683_80.1417_1985_1_24_495,-65.068300,80.141700,24,1,1985
91,,Cyclothone,-65.9033_74.9067_1991_1_29_800,-65.903300,74.906700,29,1,1991
6,332,Cyclothone,-63.005_88.01_1985_1_24_875,-63.005000,88.010000,24,1,1985
2,,Cyclothone,-55.025_99.89_1981_3_15_0,-55.025000,99.890000,15,3,1981
1,69,Gonostomatidae,-48.3233_152.375_1993_8_9_571,-48.323300,152.375000,9,8,1993
2,125,Gonostomatidae,-48.3233_152.3733_1993_8_9_780,-48.323300,152.373300,9,8,1993
30,2031,Gonostomatidae,-48.3917_152.4467_1993_8_9_571,-48.391700,152.446700,9,8,1993
1,204,Gonostomatidae,-52.6833_72.4667_1992_2_9_334,-52.683300,72.466700,9,2,1992
3,218,Gonostomatidae,-48.4633_152.5317_1993_8_9_248,-48.463300,152.531700,9,8,1993
1,,Gonostomatidae,-60.055_57.9167_1985_1_4_658,-60.055000,57.916700,4,1,1985
1,11,Harpagiferidae,-67.9_71.0683_1991_2_7_249,-67.900000,71.068300,7,2,1991
1,15,Harpagiferidae,-68.0383_77.9383_1991_2_4_200,-68.038300,77.938300,4,2,1991
2,19,Harpagiferidae,-67.0217_72.985_1985_1_14_236,-67.021700,72.985000,14,1,1985
1,27,Harpagiferidae,-67.045_73.6_1993_1_24_25,-67.045000,73.600000,24,1,1993
2,35,Harpagiferidae,-66.995_77.8967_1991_2_4_100,-66.995000,77.896700,4,2,1991
2,35,Harpagiferidae,-65.9033_74.9233_1991_1_29_800,-65.903300,74.923300,29,1,1991
1,20,Harpagiferidae,-65.01_68.9717_1991_2_10_464,-65.010000,68.971700,10,2,1991
9,116,Harpagiferidae,-68.555_73.555_1991_1_26_750,-68.555000,73.555000,26,1,1991
1,16,Harpagiferidae,-68.4617_70.5417_1991_2_7_458,-68.461700,70.541700,7,2,1991
2,30,Harpagiferidae,-67.555_71.1217_1991_2_7_200,-67.555000,71.121700,7,2,1991
1,,Harpagiferidae,-66.8067_70.355_1982_12_4_30,-66.806700,70.355000,4,12,1982
1,17,Harpagiferidae,-68.5117_74.95_1991_1_27_331,-68.511700,74.950000,27,1,1991
1,,Harpagiferidae,-66.72_73.995_1982_12_11_50,-66.720000,73.995000,11,12,1982
9,216,Harpagiferidae,-66.9317_70.8767_1991_2_7_417,-66.931700,70.876700,7,2,1991
1,12,Harpagiferidae,-67.5267_76.57_1991_2_1_201,-67.526700,76.570000,1,2,1991
14,215,Harpagiferidae,-68.5383_73.5283_1991_1_26_43,-68.538300,73.528300,26,1,1991
3,42,Harpagiferidae,-68.96_74.2833_1991_1_27_660,-68.960000,74.283300,27,1,1991
2,,Harpagiferidae,-67.955_75.0217_1991_1_28_480,-67.955000,75.021700,28,1,1991
4,96,Harpagiferidae,-66.935_70.8667_1991_2_8_44,-66.935000,70.866700,8,2,1991
9,,Harpagiferidae,-66.645_72.8183_1982_12_5_22,-66.645000,72.818300,5,12,1982
1,,Harpagiferidae,-66.765_73.61_1991_2_24_35,-66.765000,73.610000,24,2,1991
4,,Harpagiferidae,-66.7617_73.0717_1982_12_5_14,-66.761700,73.071700,5,12,1982
6,109,Harpagiferidae,-68.9683_74.2733_1991_1_27_41,-68.968300,74.273300,27,1,1991
1,16,Harpagiferidae,-68.4333_72.04_1991_1_20_265,-68.433300,72.040000,20,1,1991
1,19,Harpagiferidae,-65.5233_69.0167_1991_2_10_800,-65.523300,69.016700,10,2,1991
4,63,Harpagiferidae,-68.54_75.7083_1986_1_23_50,-68.540000,75.708300,23,1,1986
2,17,Harpagiferidae,-67.89_71.0683_1991_2_7_249,-67.890000,71.068300,7,2,1991
1,18,Harpagiferidae,-67.8883_71.1217_1991_2_7_200,-67.888300,71.121700,7,2,1991
2,,Harpagiferidae,-68.1067_71.9783_1982_12_9_26,-68.106700,71.978300,9,12,1982
1,,Harpagiferidae,-65.4983_70.525_1991_2_9_201,-65.498300,70.525000,9,2,1991
1,28,Harpagiferidae,-65.535_69.065_1991_2_10_415,-65.535000,69.065000,10,2,1991
1,26,Harpagiferidae,-66.99_73.445_1993_1_25_50,-66.990000,73.445000,25,1,1993
1,12,Harpagiferidae,-68.0033_78.0133_1985_1_13_242,-68.003300,78.013300,13,1,1985
1,,Harpagiferidae,-65.9883_70.4967_1991_2_9_201,-65.988300,70.496700,9,2,1991
3,63,Harpagiferidae,-66.9383_70.865_1991_2_8_444,-66.938300,70.865000,8,2,1991
3,62,Harpagiferidae,-66.935_70.9033_1991_2_8_219,-66.935000,70.903300,8,2,1991
3,,Harpagiferidae,-66.98_71.1283_1991_2_8_200,-66.980000,71.128300,8,2,1991
1,14,Harpagiferidae,-67.4633_71.175_1991_2_8_406,-67.463300,71.175000,8,2,1991
7,113,Harpagiferidae,-68.5033_74.9933_1991_1_27_48,-68.503300,74.993300,27,1,1991
1,17,Harpagiferidae,-67.4517_71.1233_1991_2_8_412,-67.451700,71.123300,8,2,1991
1,18,Harpagiferidae,-67.4767_75.025_1991_1_28_288,-67.476700,75.025000,28,1,1991
1,24,Harpagiferidae,-66.915_67.5517_1991_2_13_417,-66.915000,67.551700,13,2,1991
2,48,Harpagiferidae,-65.505_69.0717_1991_2_10_39,-65.505000,69.071700,10,2,1991
1,22,Harpagiferidae,-66.5217_69.0833_1991_2_11_421,-66.521700,69.083300,11,2,1991
5,68,Harpagiferidae,-68.5917_73.3983_1986_1_23_50,-68.591700,73.398300,23,1,1986
2,45,Harpagiferidae,-65.9983_69.005_1991_2_10_200,-65.998300,69.005000,10,2,1991
1,11,Harpagiferidae,-68.5617_77.715_1986_1_24_50,-68.561700,77.715000,24,1,1986
1,16,Harpagiferidae,-68.58_76.6267_1986_1_23_50,-68.580000,76.626700,23,1,1986
1,17,Harpagiferidae,-66.9983_76.5033_1991_2_1_201,-66.998300,76.503300,1,2,1991
1,14,Harpagiferidae,-68.3517_77.0733_1986_1_26_50,-68.351700,77.073300,26,1,1986
1,,Harpagiferidae,-68.5233_30.62_1985_2_5_780,-68.523300,30.620000,5,2,1985
1,15,Harpagiferidae,-68.5333_77.6167_1986_1_26_50,-68.533300,77.616700,26,1,1986
4,64,Harpagiferidae,-68.1133_76.51_1986_1_26_50,-68.113300,76.510000,26,1,1986
3,83,Harpagiferidae,-67.0117_76.4717_1991_2_1_40,-67.011700,76.471700,1,2,1991
2,18,Harpagiferidae,-66.5583_74.73_1985_1_25_837,-66.558300,74.730000,25,1,1985
4,67,Harpagiferidae,-67.9167_71.0417_1991_2_7_76,-67.916700,71.041700,7,2,1991
1,15,Harpagiferidae,-68.4067_71.9717_1991_1_19_42,-68.406700,71.971700,19,1,1991
2,,Harpagiferidae,-64.9767_70.2983_1991_2_9_500,-64.976700,70.298300,9,2,1991
9,143,Harpagiferidae,-67.4733_71.0717_1991_2_8_54,-67.473300,71.071700,8,2,1991
3,51,Harpagiferidae,-66.9933_68.93_1991_2_12_42,-66.993300,68.930000,12,2,1991
1,27,Harpagiferidae,-65.5217_69.0767_1991_2_11_200,-65.521700,69.076700,11,2,1991
1,14,Harpagiferidae,-67.99_76.1633_1986_1_26_50,-67.990000,76.163300,26,1,1986
1,24,Harpagiferidae,-67.8283_74.1667_1987_3_1_30,-67.828300,74.166700,1,3,1987
2,30,Harpagiferidae,-67.7167_75.3933_1986_1_26_50,-67.716700,75.393300,26,1,1986
4,28,Harpagiferidae,-66.9383_70.965_1991_2_8_444,-66.938300,70.965000,8,2,1991
3,39,Harpagiferidae,-67.475_73.49_1991_1_25_201,-67.475000,73.490000,25,1,1991
1,25,Harpagiferidae,-67.0483_73.5767_1993_2_24_54,-67.048300,73.576700,24,2,1993
1,15,Harpagiferidae,-67.5183_73.5383_1991_1_25_270,-67.518300,73.538300,25,1,1991
2,16,Harpagiferidae,-67.0067_73.7467_1985_1_26_360,-67.006700,73.746700,26,1,1985
1,22,Harpagiferidae,-65.005_68.9733_1991_2_9_41,-65.005000,68.973300,9,2,1991
1,19,Harpagiferidae,-66.0117_71.9967_1991_1_22_480,-66.011700,71.996700,22,1,1991
1,,Harpagiferidae,-66.79_63.29_1981_3_8_75,-66.790000,63.290000,8,3,1981
4,215,Harpagiferidae,-54.7367_158.8717_1986_12_8_70,-54.736700,158.871700,8,12,1986
1,12,Harpagiferidae,-68.5383_76.1483_1986_1_23_50,-68.538300,76.148300,23,1,1986
2,37,Harpagiferidae,-67.22_71.9983_1991_1_21_200,-67.220000,71.998300,21,1,1991
1,67,Harpagiferidae,-54.5033_158.955_1975_1_1_,-54.503300,158.955000,1,1,1975
1,19,Harpagiferidae,-66.9867_78.04_1991_2_4_37,-66.986700,78.040000,4,2,1991
1,13,Harpagiferidae,-66.985_74.9767_1991_1_28_199,-66.985000,74.976700,28,1,1991
2,,Harpagiferidae,-68.5567_71.475_1981_1_29_75,-68.556700,71.475000,29,1,1981
6,20,Harpagiferidae,-67.9367_71.0817_1991_2_7_450,-67.936700,71.081700,7,2,1991
5,78,Harpagiferidae,-68.54_74.58_1986_1_23_50,-68.540000,74.580000,23,1,1986
1,18,Harpagiferidae,-67.515_73.5617_1991_1_25_500,-67.515000,73.561700,25,1,1991
1,7,Harpagiferidae,-66.165_73.0133_1984_1_16_15,-66.165000,73.013300,16,1,1984
11,28,Harpagiferidae,-66.9983_70.8767_1991_2_8_417,-66.998300,70.876700,8,2,1991
1,13,Harpagiferidae,-66.9733_74.9817_1991_1_28_56,-66.973300,74.981700,28,1,1991
2,33,Harpagiferidae,-63.9883_62.9833_1985_1_7_231,-63.988300,62.983300,7,1,1985
4,52,Harpagiferidae,-67.54_73.8767_1991_1_25_46,-67.540000,73.876700,25,1,1991
2,,Harpagiferidae,-66.85_70.4167_1981_1_29_75,-66.850000,70.416700,29,1,1981
1,26,Harpagiferidae,-67.0117_73.4783_1993_2_25_22,-67.011700,73.478300,25,2,1993
5,73,Harpagiferidae,-68.02_73.5217_1991_1_26_50,-68.020000,73.521700,26,1,1991
4,56,Harpagiferidae,-68.0117_73.53_1991_1_26_320,-68.011700,73.530000,26,1,1991
4,180,Harpagiferidae,-54.3933_158.9883_1986_12_10_100,-54.393300,158.988300,10,12,1986
1,19,Harpagiferidae,-67.54_73.5433_1991_1_25_46,-67.540000,73.543300,25,1,1991
1,14,Harpagiferidae,-67.4983_72.0183_1991_1_21_347,-67.498300,72.018300,21,1,1991
16,733,Harpagiferidae,-54.7517_158.8717_1986_12_8_90,-54.751700,158.871700,8,12,1986
5,80,Harpagiferidae,-67.9033_71.0817_1991_2_7_450,-67.903300,71.081700,7,2,1991
6,45,Harpagiferidae,-68.0217_72.0167_1991_1_20_57,-68.021700,72.016700,20,1,1991
2,,"Paraliparis antarcticus",-66.7267_71.9083_1991_2_24_676,-66.726700,71.908300,24,2,1991
1,209,"Paraliparis antarcticus",-67.9367_71.0817_1991_2_7_450,-67.936700,71.081700,7,2,1991
1,99,"Paraliparis antarcticus",-67.345_72.4083_1987_3_3_568,-67.345000,72.408300,3,3,1987
4,,"Paraliparis antarcticus",-68.385_73.8067_1991_2_20_662,-68.385000,73.806700,20,2,1991
1,190,"Paraliparis antarcticus",-68.0633_73.155_1991_2_21_683,-68.063300,73.155000,21,2,1991
2,130,Paraliparis,-67.5083_65.0083_1993_2_9_430,-67.508300,65.008300,9,2,1993
1,,Paraliparis,-51.8817_73.1833_1993_9_16_438,-51.881700,73.183300,16,9,1993
2,352,Paraliparis,-50.585_74.65_1990_5_26_766,-50.585000,74.650000,26,5,1990
1,,Paraliparis,-51.965_72.72_1990_6_10_663,-51.965000,72.720000,10,6,1990
1,,Paraliparis,-51.975_72.695_1993_9_16_683,-51.975000,72.695000,16,9,1993
1,85,Paraliparis,-57.8667_73.1333_1992_2_9_450,-57.866700,73.133300,9,2,1992
1,,Paraliparis,-51.52_73.6583_1990_6_8_454,-51.520000,73.658300,8,6,1990
1,68,Paraliparis,-52.2833_72.85_1992_2_9_260,-52.283300,72.850000,9,2,1992
1,94,Paraliparis,-51.7667_73.35_1992_2_9_475,-51.766700,73.350000,9,2,1992
7,,Paraliparis,-52.5633_76.5617_1990_5_24_751,-52.563300,76.561700,24,5,1990
1,222,Paraliparis,-68.4833_76.4917_1993_1_19_600,-68.483300,76.491700,19,1,1993
2,,Paraliparis,-51.0433_74.7917_1993_9_8_695,-51.043300,74.791700,8,9,1993
3,,Paraliparis,-57.1117_74.21_1992_2_1_438,-57.111700,74.210000,1,2,1992
1,88,Paraliparis,-67.4567_68.8383_1991_2_28_150,-67.456700,68.838300,28,2,1991
2,189,Paraliparis,-51.0983_72.56_1992_2_3_405,-51.098300,72.560000,3,2,1992
1,,"Edentoliparis terraenovae",-66.7267_71.9083_1991_2_24_676,-66.726700,71.908300,24,2,1991
8,530,"Edentoliparis terraenovae",-68.9717_74.3967_1991_2_19_787,-68.971700,74.396700,19,2,1991
1,,"Edentoliparis terraenovae",-68.55_76.9683_1987_2_18_730,-68.550000,76.968300,18,2,1987
7,453,"Edentoliparis terraenovae",-68.5183_77.49_1991_2_3_415,-68.518300,77.490000,3,2,1991
2,129,"Edentoliparis terraenovae",-68.68_77.185_1987_2_18_578,-68.680000,77.185000,18,2,1987
2,,"Cynomacrurus piriei",-66.5183_69.1017_1991_2_11_800,-66.518300,69.101700,11,2,1991
3,,"Cynomacrurus piriei",-64.9767_70.2983_1991_2_9_500,-64.976700,70.298300,9,2,1991
1,18,"Cynomacrurus piriei",-66.0217_72.9533_1985_1_15_712,-66.021700,72.953300,15,1,1985
1,185,"Cynomacrurus piriei",-55.0317_99.895_1981_3_15_0,-55.031700,99.895000,15,3,1981
1,,"Cynomacrurus piriei",-56.3117_45.1633_1985_3_4_25,-56.311700,45.163300,4,3,1985
1,,"Cynomacrurus piriei",-66.0183_68.985_1991_2_11_800,-66.018300,68.985000,11,2,1991
1,,"Cynomacrurus piriei",-66.8967_67.5833_1991_2_13_800,-66.896700,67.583300,13,2,1991
1,55,"Cynomacrurus piriei",-55.1817_99.895_1981_3_15_0,-55.181700,99.895000,15,3,1981
3,,"Cynomacrurus piriei",-64.9883_69.0333_1991_2_10_800,-64.988300,69.033300,10,2,1991
1,,"Macrourus holotrachys",-51.2983_74.0567_1990_6_8_428,-51.298300,74.056700,8,6,1990
21,8911,"Macrourus holotrachys",-57.8667_73.1333_1992_2_9_450,-57.866700,73.133300,9,2,1992
7,,"Macrourus holotrachys",-51.82_73.385_1990_6_9_473,-51.820000,73.385000,9,6,1990
1,,"Macrourus holotrachys",-52.6133_75.1_1987_7_29_285,-52.613300,75.100000,29,7,1987
92,,"Macrourus holotrachys",-52.8183_75.1567_1990_5_23_520,-52.818300,75.156700,23,5,1990
1,495,"Macrourus holotrachys",-52.4583_72.405_1992_2_8_457,-52.458300,72.405000,8,2,1992
1,510,"Macrourus holotrachys",-52.07_71.5783_1992_2_6_605,-52.070000,71.578300,6,2,1992
20,,"Macrourus holotrachys",-52.75_75.2_1992_2_12_430,-52.750000,75.200000,12,2,1992
6,2922,"Macrourus holotrachys",-50.585_74.65_1990_5_26_766,-50.585000,74.650000,26,5,1990
8,,"Macrourus holotrachys",-51.85_72.35_1990_6_10_741,-51.850000,72.350000,10,6,1990
7,,"Macrourus holotrachys",-51.52_73.6583_1990_6_8_454,-51.520000,73.658300,8,6,1990
2,,"Macrourus holotrachys",-66.8917_76.2617_1987_2_27_702,-66.891700,76.261700,27,2,1987
16,,"Macrourus holotrachys",-51.965_72.72_1990_6_10_663,-51.965000,72.720000,10,6,1990
1,,"Macrourus holotrachys",-50.4717_74.1467_1993_9_11_568,-50.471700,74.146700,11,9,1993
1,,"Macrourus holotrachys",-52.5667_76.5617_1990_5_24_751,-52.566700,76.561700,24,5,1990
4,,"Macrourus holotrachys",-52.5867_75.0667_1987_7_29_240,-52.586700,75.066700,29,7,1987
2,,"Macrourus holotrachys",-51.0433_74.7917_1993_9_8_695,-51.043300,74.791700,8,9,1993
2,,"Macrourus holotrachys",-51.89_73.1667_1990_6_9_439,-51.890000,73.166700,9,6,1990
4,,"Macrourus holotrachys",-52.58_74.7517_1990_6_2_402,-52.580000,74.751700,2,6,1990
3,,"Macrourus holotrachys",-66.7483_72.8383_1986_1_27_531,-66.748300,72.838300,27,1,1986
40,,"Macrourus holotrachys",-52.7083_75.1283_1990_5_23_397,-52.708300,75.128300,23,5,1990
10,,"Macrourus holotrachys",-52.5667_76.5617_1990_5_24_752,-52.566700,76.561700,24,5,1990
1,,"Macrourus holotrachys",-51.7517_73.6983_1990_6_9_414,-51.751700,73.698300,9,6,1990
2,,"Macrourus holotrachys",-52.2033_75.4383_1990_6_3_470,-52.203300,75.438300,3,6,1990
16,5936,"Macrourus holotrachys",-52.53_74.9717_1992_2_10_408,-52.530000,74.971700,10,2,1992
1,,"Macrourus holotrachys",-50.71_74.7433_1993_9_10_677,-50.710000,74.743300,10,9,1993
4,,"Macrourus holotrachys",-50.51_74.185_1990_5_28_620,-50.510000,74.185000,28,5,1990
1,,"Macrourus holotrachys",-66.6267_72.51_1987_2_24_785,-66.626700,72.510000,24,2,1987
29,,"Macrourus holotrachys",-52.6783_75.0017_1992_1_26_513,-52.678300,75.001700,26,1,1992
45,,"Macrourus holotrachys",-52.57_74.99_1992_1_29_367,-52.570000,74.990000,29,1,1992
78,,"Macrourus holotrachys",-52.82_75.1567_1990_5_23_520,-52.820000,75.156700,23,5,1990
5,,"Macrourus holotrachys",-52.1983_72.66_1990_6_10_430,-52.198300,72.660000,10,6,1990
7,3214,"Macrourus holotrachys",-52.6_72.5_1992_2_8_308,-52.600000,72.500000,8,2,1992
1,,"Macrourus holotrachys",-51.9717_73.4117_1990_6_14_414,-51.971700,73.411700,14,6,1990
1,315,"Macrourus holotrachys",-52.4567_74.615_1992_2_10_316,-52.456700,74.615000,10,2,1992
2,701,"Macrourus holotrachys",-52.7433_75.08_1992_1_28_421,-52.743300,75.080000,28,1,1992
7,,"Macrourus holotrachys",-51.0767_74.8_1993_9_8_687,-51.076700,74.800000,8,9,1993
2,,"Macrourus holotrachys",-51.1883_74.5867_1990_6_6_498,-51.188300,74.586700,6,6,1990
8,,"Macrourus holotrachys",-51.975_72.695_1993_9_16_683,-51.975000,72.695000,16,9,1993
16,,"Macrourus holotrachys",-51.7667_73.35_1992_2_9_475,-51.766700,73.350000,9,2,1992
37,,"Macrourus holotrachys",-52.45_72.4_1992_2_8_457,-52.450000,72.400000,8,2,1992
1,,"Macrourus holotrachys",-51.0117_72.9033_1990_5_28_460,-51.011700,72.903300,28,5,1990
13,6588,"Macrourus holotrachys",-52.7167_74.9833_1992_2_11_477,-52.716700,74.983300,11,2,1992
3,,"Macrourus holotrachys",-50.5817_74.6533_1993_9_11_774,-50.581700,74.653300,11,9,1993
2,831,"Macrourus holotrachys",-52.6833_72.4667_1992_2_9_334,-52.683300,72.466700,9,2,1992
2,,"Macrourus holotrachys",-52.5133_75.52_1987_6_8_516,-52.513300,75.520000,8,6,1987
1,26,"Macrourus holotrachys",-51.055_71.905_1985_1_12_239,-51.055000,71.905000,12,1,1985
41,,"Macrourus holotrachys",-52.285_72.3067_1990_6_11_489,-52.285000,72.306700,11,6,1990
4,,"Macrourus holotrachys",-52.25_75.5383_1990_6_3_520,-52.250000,75.538300,3,6,1990
1,,"Macrourus holotrachys",-66.8017_73.4983_1987_2_24_732,-66.801700,73.498300,24,2,1987
3,,"Macrourus holotrachys",-52.5583_72.3083_1990_6_11_800,-52.558300,72.308300,11,6,1990
1,24,Macrouridae,-66.01_72.98_1987_3_19_200,-66.010000,72.980000,19,3,1987
1,13,Macrouridae,-58.5883_77.3417_1985_1_18_280,-58.588300,77.341700,18,1,1985
1,,Macrouridae,-66.51_72.0017_1991_1_22_459,-66.510000,72.001700,22,1,1991
1,160,Macrouridae,-63.0083_77.9833_1985_1_19_171,-63.008300,77.983300,19,1,1985
1,160,Macrouridae,-63.005_88.01_1985_1_24_875,-63.005000,88.010000,24,1,1985
1,116,Macrouridae,-55.0317_99.895_1981_3_15_0,-55.031700,99.895000,15,3,1981
1,188,Macrouridae,-63.0133_67.9567_1985_1_10_875,-63.013300,67.956700,10,1,1985
2,,Macrouridae,-64.935_45.16_1985_2_26_130,-64.935000,45.160000,26,2,1985
1,,Macrouridae,-65.5383_72.04_1991_1_23_800,-65.538300,72.040000,23,1,1991
1,108,Melamphaidae,-60.01_88.0217_1985_1_24_29,-60.010000,88.021700,24,1,1985
1,46,Melamphaidae,-55.0317_99.895_1981_3_15_0,-55.031700,99.895000,15,3,1981
1,44,Melamphaidae,-50.535_154.835_1986_12_11_500,-50.535000,154.835000,11,12,1986
2,94,Melamphaidae,-46.8283_131.6317_1982_12_27_500,-46.828300,131.631700,27,12,1982
2,233,"Poromitra crassiceps",-53.0183_157.33_1993_8_10_820,-53.018300,157.330000,10,8,1993
1,120,"Poromitra crassiceps",-53.1517_157.51_1993_8_10_250,-53.151700,157.510000,10,8,1993
2,144,"Melanonus gracilis",-61.03_68.3183_1985_2_7_804,-61.030000,68.318300,7,2,1985
1,125,"Melanonus gracilis",-64.345_87.9733_1987_3_23_912,-64.345000,87.973300,23,3,1987
1,,"Melanonus gracilis",-65.41_74.9983_1991_1_30_800,-65.410000,74.998300,30,1,1991
1,158,"Melanonus gracilis",-65.5383_72.04_1991_1_23_800,-65.538300,72.040000,23,1,1991
1,125,"Melanonus gracilis",-62.9883_77.495_1985_1_30_804,-62.988300,77.495000,30,1,1985
1,130,"Melanonus gracilis",-63.795_79.9017_1985_1_23_837,-63.795000,79.901700,23,1,1985
1,106,"Melanonus gracilis",-61.9983_68.5667_1985_2_3_804,-61.998300,68.566700,3,2,1985
1,,Microstoma,-40.0583_142.9433_1980_11_13_200,-40.058300,142.943300,13,11,1980
1,225,"Antimora rostrata",-50.5817_74.6533_1993_9_11_774,-50.581700,74.653300,11,9,1993
6,1442,"Antimora rostrata",-50.585_74.65_1990_5_26_766,-50.585000,74.650000,26,5,1990
3,715,"Muraenolepis evseenkoi",-51.7383_75.955_1987_7_25_430,-51.738300,75.955000,25,7,1987
1,299,"Muraenolepis marmorata",-52.67_74.0483_1990_6_17_205,-52.670000,74.048300,17,6,1990
1,13,Muraenolepis,-66.5583_74.73_1985_1_25_837,-66.558300,74.730000,25,1,1985
1,,Muraenolepis,-52.0633_73.6867_1990_6_14_306,-52.063300,73.686700,14,6,1990
